verb,count
ตระเวน,71
แต่งตัว,70
เลอ,70
ทำผิด,70
ปล้น,70
จว.,70
คัน,70
โทษ,70
หล่อเลี้ยง,70
กฎหมาย,70
ประดับ,70
เกรงกลัว,70
เอ่ยถึง,70
แปร,69
หมายความว่า,69
บา,69
เสด็จ,69
ความสำเร็จ,69
เพ,69
ทวงถาม,69
ตะโกน,69
บังเกิด,69
แกะ,69
ปู,69
แต่งกาย,69
วิ,69
เป็นประโยชน์,69
พันธุ์,69
ไหว้,69
คว่ำ,69
ยูไนเต็ด,69
ยาน,69
ส่วนตัว,69
ประมาณการ,69
อาย,69
ตอบโต้,68
ต,68
ล้อ,68
น่าสนใจ,68
ราย,68
ฟุตบอล,68
ฝา,68
รอบคอบ,68
สน,68
ค้า,68
ห้อย,68
แวะ,67
ถ่ายโอน,67
เนรมิต,67
สำนักงาน,67
ร้องเรียน,67
เสื้อยืด,67
สอดคล้อง,67
โหลด,67
นครศรีธรรมราช,67
ยุติธรรม,67
ได้รับอนุญาต,67
เป็นอดีต,67
สาม,67
เนื่องใน,67
โหวต,67
จอมเกล้า,66
ถอย,66
โทร,66
เห็นภาพ,66
ตามระเบียบ,66
สังคม,66
กวน,66
ถ่ายทำ,66
ทำนา,65
เหนือกว่า,65
กองทัพ,65
เกาะติด,65
บ้านพัก,65
เสนอแนะ,65
เสียสละ,65
คลอด,65
กรับ,65
ยติ,65
สาด,65
ยิ่งใหญ่,64
การันตี,64
นวด,64
ว่าง,64
อาชีวศึกษา,64
เครียด,64
เกษตรกร,64
เวที,64
เหลือง,64
ลำบาก,64
หลอกลวง,64
ติดป้าย,64
เข้มงวด,64
เรื่องราว,64
ฝรั่ง,64
ให้เงิน,63
พิจารณาคดี,63
ผ่า,63
พุ่งชน,63
ผัน,63
อาวุโส,63
คืนให้,63
ถูกใจ,63
เด็กหญิง,63
สงสัย,63
ลับ,63
ลงคะแนนเสียง,63
เพศตรงข้าม,63
เต,63
ครบกำหนด,62
นิยาม,62
ได้มาตรฐาน,62
อัพเดต,62
ขุดค้น,62
พับ,62
ถือโอกาส,62
การอนุรักษ์,62
ซัด,62
บิ๊ก,62
ทั่วถึง,62
อวกาศ,62
ร่วมมือ,62
เอเชีย,62
มีความจำเป็น,62
ลูกทุ่ง,62
สืบหา,62
ตัก,62
กรีด,61
เป็นอยู่,61
รับโทษ,61
เกียรติคุณ,61
รางวัล,61
โชคดี,61
สกัดกั้น,61
ส่งคืน,61
หาทาง,61
ฟ้องร้อง,61
เข้าใกล้,61
พูดจา,61
รีพับลิกัน,61
กระทำการ,61
ดูงาน,61
ลงสนาม,61
นำหน้า,60
นอนคว่ำ,60
แซง,60
จำแนก,60
ยูเอ็น,60
เบ็ดเสร็จ,60
ระเบิด,60
แจกจ่าย,60
ป.,60
น่าน,60
ลาว,60
เลียนแบบ,60
บัตรเครดิต,60
ถอดถอน,60
จ่อ,59
ฝีมือ,59
เสียภาษี,59
ดัก,59
เสียเวลา,59
รุก,59
ตำบล,59
ต้าน,59
จง,59
กระจุก,59
ยวา,59
นัดหมาย,59
กระชับ,59
ประยุกต์ใช้,59
เหรียญ,59
เรียกตัว,59
ล่ะ,58
มีประโยชน์,58
ไข,58
ชี้ให้เห็น,58
นักแสดง,58
ล้วน,58
ยูวี,58
แนบ,58
ปัด,58
มีบทบาท,58
ว่าการ,58
ไม้,58
การพิจารณา,58
ชื่อ,58
มือถือ,58
ให้อาหาร,58
ผิดทาง,58
ประกบ,58
ข่าว,58
สวน,58
เผ่า,58
ฟรี,58
อยู่ร่วม,58
เฝ้าดู,58
ประจัน,58
ที่ทาง,58
ดูจะ,57
รับใช้,57
ดูดซับ,57
มัด,57
เพจ,57
แหลม,57
โม,57
สังเกตการณ์,57
ส่งผ่าน,57
บวช,57
บดบัง,57
บี,57
รับงาน,57
เฉลิมฉลอง,57
ซ้อม,57
อุดม,57
ประคอง,57
เปรียบ,57
อุด,57
พล,57
รอด,57
รั้ง,56
พวกเขา,56
หุ้ม,56
ปะทะ,56
ยอดขาย,56
ลุง,56
ฟาด,56
เอ็ม,56
เครื่องดื่ม,56
แยกแยะ,56
เกษียณ,56
สถานีรถไฟ,56
สมเด็จ,56
รับสมัคร,56
บด,56
โยน,56
สะเก็ด,56
สนอง,55
ด่า,55
สิทธิประโยชน์,55
เป็นงาน,55
กีดกัน,55
เรียนจบ,55
เวอ,55
นิ่ง,55
ทุกฝ่าย,55
รวมกัน,55
ย์(,55
เป็นคดี,55
บ,55
ซอย,55
ทรมาน,55
ควัก,55
เบิล,55
เดินรถ,55
แบน,55
สะดวก,54
สับสน,54
ตรึง,54
ชก,54
เจ็ด,54
ซัก,54
ลงพื้น,54
ขอยืม,54
หากิน,54
ต้องโทษ,54
เดินสาย,54
อง,54
ยึดครอง,54
พระราชวัง,54
ต้อ,54
เหยี่ยว,54
ฟื้น,53
เสิร์ฟ,53
โปร่งใส,53
ชื่อว่า,53
จ้า,53
สหรัฐ,53
สาธิต,53
เจริญเติบโต,53
แฟนคลับ,53
เหยียด,53
เหรียญทอง,53
รอบ,53
อภิ,53
ล้มทับ,53
เล่าเรื่อง,53
รับผิด,53
เติบ,53
ถึงขั้น,53
เฟ้นหา,53
เสมือน,53
ป,53
น้า,53
สมควร,53
ยืนหยัด,52
พนักงานสอบสวน,52
เขี่ย,52
รื้อฟื้น,52
กุม,52
ปม,52
คุ้มค่า,52
ฝึกซ้อม,52
เทควันโด,52
ตามกำหนด,52
สนุก,52
สตาร์ต,52
เสนอขาย,52
…,51
เปลือง,51
เด็ด,51
คงเหลือ,51
ผูกขาด,51
เศษ,51
บ่งบอก,51
พาด,51
กะ,51
ให้น้ำ,51
ชำนาญ,51
ศาลปกครอง,51
ชิม,51
ชิงตำแหน่ง,51
จม,51
เข้าแข่งขัน,51
จงใจ,51
ร่างกฎหมาย,50
อัพเดท,50
ไฟไหม้,50
ร้องขอ,50
พระองค์เจ้า,50
ก้าวก่าย,50
ปลดปล่อย,50
ปราจีนบุรี,50
ครบวงจร,50
เคลื่อนที่,50
ที่วัด,50
ซ่อมบำรุง,50
ดาวรุ่ง,50
ลาก,50
ประทับใจ,50
สภา,50
สเต็ม,50
บั่นทอน,50
รามา,50
อัตราดอกเบี้ย,50
กกต.,50
เสื่อม,49
พรีเมียร์,49
เกรงใจ,49
ยามาฮ่า,49
แทรก,49
การปรับปรุง,49
ยอดนิยม,49
รุม,49
ทุ่ม,49
ช่วยชีวิต,49
กระเป๋า,49
ขับไล่,49
เอาเปรียบ,49
หาเสียง,49
พลเมือง,49
ลุกลาม,49
ซู,49
ไหม,49
ความปลอดภัย,49
ประมูล,49
เณร,49
เท่าเทียมกัน,49
รอคอย,48
นอ,48
เลี้ยว,48
ทาน,48
สละ,48
ได้ประโยชน์,48
ทำร้ายร่างกาย,48
สับเปลี่ยน,48
ตรงกัน,48
มุ่งหน้า,48
มีอายุ,48
เจอกัน,48
ตำ,48
รับจ้าง,48
เป็นธรรม,48
ไฟ,48
ไว้ใจ,48
ยำ,48
อุทิศ,48
วง,48
แน่ใจ,48
ยี,48
สมาน,48
รังสรรค์,48
เป็นหลักประกัน,48
มีแนวโน้ม,47
จุดประกาย,47
ยินยอม,47
ประมาท,47
ถูกปรับ,47
แสดงว่า,47
เทศบาล,47
เดี่ยว,47
ปั้น,47
แขวง,47
สุ,47
เทศบาลนคร,47
ปท.,47
เสียเงิน,47
สืบสวน,47
ประสบอุบัติเหตุ,47
ยิงปืน,47
สิริ,47
ได้ตัว,47
ยะลา,47
ไต่,46
จัง,46
บางครั้ง,46
ฝ่าฟัน,46
ได้คิด,46
ริ้น,46
เล,46
เย,46
บางที,46
จารึก,46
ความเข้าใจ,46
ชาย,46
ปรุง,46
พวก,46
บางคน,46
ตั้งครรภ์,45
พอให้,45
เพิ่มพูน,45
ปะ,45
สอด,45
ยุว,45
ปฐม,45
ซ้อน,45
เพาะพันธุ์,45
จับตาดู,45
แล้วแต่,45
สามแยก,45
เข้าเรียน,45
คนละ,45
คว้ารางวัล,45
มุ่งมั่น,45
ค,45
ล้ำ,45
กรุงเทพ,45
บอ,45
เกลียด,45
นก,45
จมน้ำ,45
บุญคุณ,45
ริบ,45
ล่ม,45
ตกเป็นของ,45
ดำ,45
หาว่า,45
สุนทร,45
ไอ,45
ปลูกป่า,45
ปราสาท,45
รอบข้าง,45
สืบเนื่อง,45
เอาชีวิต,44
อำนาจ,44
ลาออก,44
ตกใจ,44
เหมือนเดิม,44
สหพันธ์,44
เกม,44
มิ,44
สุนัข,44
เซ็ต,44
จัดจำหน่าย,44
เลื่อย,44
โน,44
โพส,44
มองผ่าน,44
ตลาดนัด,44
ฝึกฝน,44
อดีต,44
เรียบเรียง,44
เป็นที่ตั้ง,44
อาบัติ,44
รั่ว,44
ดอก,44
เสี่ยงโชค,44
ไม่ต้องการ,43
แบกรับ,43
หลอก,43
เชื่อถือ,43
แกนนำ,43
ต่อหน้า,43
เนอ,43
การบริหาร,43
เบื่อ,43
เผด็จ,43
เจ็บป่วย,43
ส่วนแบ่ง,43
ฝัน,43
จูงใจ,43
จิร,43
เอาแต่,43
ทรัพย์สิน,43
คลุม,43
เป็นประจำ,43
ตกรอบ,43
จิต,43
ปัญญา,43
เส,43
แพร่กระจาย,43
รัฐธรรมนูญ,43
สอดแทรก,43
ซ้อนท้าย,43
พิพากษา,42
ปราม,42
ซ้ำเติม,42
คู่,42
ซุ้ม,42
เป็นผู้แทน,42
วิ่งหนี,42
ข่มขู่,42
เอียง,42
ฝึกหัด,42
เปิดใจ,42
เสรี,42
จริงจัง,42
ผูกพัน,42
ตัดผ่าน,42
เทิด,42
ตรอก,42
ตะวันออก,42
ทำไร่,42
สุจริต,42
แจง,42
เพิ่ง,42
เล่นการพนัน,42
กระชาก,42
